E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
9.9918	199	proton	EventGenerator	0.44916
	9.9918	199	-1	EventGenerator/
9.982	200	proton	EventGenerator	0.44928
	9.982	200	-1	EventGenerator/
9.9943	201	proton	EventGenerator	0.44914
	9.9943	201	-1	EventGenerator/
9.9963	202	proton	EventGenerator	0.44912
	9.9963	202	-1	EventGenerator/
9.9915	203	proton	EventGenerator	0.44917
	9.9915	203	-1	EventGenerator/
9.9957	204	proton	EventGenerator	0.44912
	9.9957	204	-1	EventGenerator/
9.9978	205	proton	EventGenerator	0.4491
	9.9978	205	-1	EventGenerator/
9.9961	206	proton	EventGenerator	0.44912
	9.9961	206	-1	EventGenerator/
9.9927	207	proton	EventGenerator	0.44915
	9.9927	207	-1	EventGenerator/
9.997	208	proton	EventGenerator	0.44911
	9.997	208	-1	EventGenerator/
9.9928	209	proton	EventGenerator	0.44915
	9.9928	209	-1	EventGenerator/
9.9971	210	proton	EventGenerator	0.44911
	9.9971	210	-1	EventGenerator/
9.9965	211	proton	EventGenerator	0.44911
	9.9965	211	-1	EventGenerator/
9.9977	212	proton	EventGenerator	0.4491
	9.9977	212	-1	EventGenerator/
9.9956	213	proton	EventGenerator	0.44912
	9.9956	213	-1	EventGenerator/
9.9973	214	proton	EventGenerator	0.44911
	9.9973	214	-1	EventGenerator/
9.9976	215	proton	EventGenerator	0.4491
	9.9976	215	-1	EventGenerator/
9.9925	216	proton	EventGenerator	0.44916
	9.9925	216	-1	EventGenerator/
9.9973	217	proton	EventGenerator	0.44911
	9.9973	217	-1	EventGenerator/
9.9954	218	proton	EventGenerator	0.44913
	9.9954	218	-1	EventGenerator/
9.9972	219	proton	EventGenerator	0.44911
	9.9972	219	-1	EventGenerator/
9.9979	220	proton	EventGenerator	0.4491
	9.9979	220	-1	EventGenerator/
9.9963	221	proton	EventGenerator	0.44912
	9.9963	221	-1	EventGenerator/
9.9919	222	proton	EventGenerator	0.44916
	9.9919	222	-1	EventGenerator/
9.9952	223	proton	EventGenerator	0.44913
	9.9952	223	-1	EventGenerator/
9.996	224	proton	EventGenerator	0.44912
	9.996	224	-1	EventGenerator/
9.9943	225	proton	EventGenerator	0.44914
	9.9943	225	-1	EventGenerator/
9.997	226	proton	EventGenerator	0.44911
	9.997	226	-1	EventGenerator/
9.9859	227	proton	EventGenerator	0.44923
0.0059742	227	e-	hIoni	0.47534
	9.9919	227	-1	EventGenerator/hIoni/
9.9963	228	proton	EventGenerator	0.44912
	9.9963	228	-1	EventGenerator/
